index	tokens	token	true_label	predicted_label
35	"['What', 'was', 'redesigned', 'during', 'the', 'Apollo', 'program', 'being', 'grounded', 'during', '1970', '?', 'But', 'two', 'days', 'out', ',', 'a', 'liquid', 'oxygen', 'tank', 'exploded', ',', 'disabling', 'the', 'Service', 'Module', 'and', 'forcing', 'the', 'crew', 'to', 'use', 'the', 'LM', 'as', 'a', '``', 'life', 'boat', ""''"", 'to', 'return', 'to', 'Earth']"	tank	I-focus	O
36	['Where', 'is', 'the', 'ABC', 'four-note', 'jingle', 'still', 'in', 'use', '?', 'The', 'old', 'four-note', 'theme', 'tune', 'is', 'still', 'used', 'by', 'ABC', 'on', 'Demand', 'to', 'the', 'beginning', 'of', 'the', 'ABC', 'show']	ABC	B-focus	O
36	['Where', 'is', 'the', 'ABC', 'four-note', 'jingle', 'still', 'in', 'use', '?', 'The', 'old', 'four-note', 'theme', 'tune', 'is', 'still', 'used', 'by', 'ABC', 'on', 'Demand', 'to', 'the', 'beginning', 'of', 'the', 'ABC', 'show']	on	I-focus	O
36	['Where', 'is', 'the', 'ABC', 'four-note', 'jingle', 'still', 'in', 'use', '?', 'The', 'old', 'four-note', 'theme', 'tune', 'is', 'still', 'used', 'by', 'ABC', 'on', 'Demand', 'to', 'the', 'beginning', 'of', 'the', 'ABC', 'show']	to	I-focus	O
36	['Where', 'is', 'the', 'ABC', 'four-note', 'jingle', 'still', 'in', 'use', '?', 'The', 'old', 'four-note', 'theme', 'tune', 'is', 'still', 'used', 'by', 'ABC', 'on', 'Demand', 'to', 'the', 'beginning', 'of', 'the', 'ABC', 'show']	the	I-focus	O
36	['Where', 'is', 'the', 'ABC', 'four-note', 'jingle', 'still', 'in', 'use', '?', 'The', 'old', 'four-note', 'theme', 'tune', 'is', 'still', 'used', 'by', 'ABC', 'on', 'Demand', 'to', 'the', 'beginning', 'of', 'the', 'ABC', 'show']	beginning	I-focus	O
36	['Where', 'is', 'the', 'ABC', 'four-note', 'jingle', 'still', 'in', 'use', '?', 'The', 'old', 'four-note', 'theme', 'tune', 'is', 'still', 'used', 'by', 'ABC', 'on', 'Demand', 'to', 'the', 'beginning', 'of', 'the', 'ABC', 'show']	of	I-focus	O
36	['Where', 'is', 'the', 'ABC', 'four-note', 'jingle', 'still', 'in', 'use', '?', 'The', 'old', 'four-note', 'theme', 'tune', 'is', 'still', 'used', 'by', 'ABC', 'on', 'Demand', 'to', 'the', 'beginning', 'of', 'the', 'ABC', 'show']	the	I-focus	O
36	['Where', 'is', 'the', 'ABC', 'four-note', 'jingle', 'still', 'in', 'use', '?', 'The', 'old', 'four-note', 'theme', 'tune', 'is', 'still', 'used', 'by', 'ABC', 'on', 'Demand', 'to', 'the', 'beginning', 'of', 'the', 'ABC', 'show']	ABC	I-focus	O
36	['Where', 'is', 'the', 'ABC', 'four-note', 'jingle', 'still', 'in', 'use', '?', 'The', 'old', 'four-note', 'theme', 'tune', 'is', 'still', 'used', 'by', 'ABC', 'on', 'Demand', 'to', 'the', 'beginning', 'of', 'the', 'ABC', 'show']	show	I-focus	O
38	['Which', 'Super', 'Bowl', 'halftime', 'show', 'did', 'Beyoncé', 'headline', '?', 'The', 'Super', 'Bowl', '50', 'halftime', 'show', 'was', 'headlined', 'by', 'the', 'British', 'rock', 'group', 'Coldplay', 'with', 'special', 'guest', 'performers', 'Beyoncé', 'and', 'Bruno', 'Mars', ',', 'who', 'headlined', 'the', 'Super', 'Bowl', 'XLVII', 'and', 'Super', 'Bowl', 'XLVIII', 'halftime', 'shows', ',', 'respectively']	Bowl	O	I-focus
38	['Which', 'Super', 'Bowl', 'halftime', 'show', 'did', 'Beyoncé', 'headline', '?', 'The', 'Super', 'Bowl', '50', 'halftime', 'show', 'was', 'headlined', 'by', 'the', 'British', 'rock', 'group', 'Coldplay', 'with', 'special', 'guest', 'performers', 'Beyoncé', 'and', 'Bruno', 'Mars', ',', 'who', 'headlined', 'the', 'Super', 'Bowl', 'XLVII', 'and', 'Super', 'Bowl', 'XLVIII', 'halftime', 'shows', ',', 'respectively']	XLVIII	O	I-focus
39	['In', '1735', ',', 'who', 'did', 'John', 'and', 'Charles', 'Wesley', 'teach', 'the', 'gospel', 'to', 'in', 'America', '?', 'In', '1735', ',', 'John', 'and', 'Charles', 'Wesley', 'went', 'to', 'America', 'to', 'teach', 'the', 'gospel', 'to', 'the', 'American', 'Indians', 'in', 'the', 'colony', 'of', 'Georgia']	the	O	B-focus
42	['What', 'country', 'did', 'the', 'Rhine', 'continue', 'to', 'rise', 'during', 'the', 'holocene', '?', 'As', 'sea-level', 'continued', 'to', 'rise', 'in', 'the', 'Netherlands', ',', 'the', 'formation', 'of', 'the', 'Holocene', 'Rhine-Meuse', 'delta', 'began', '(', '~8,000', 'years', 'ago', ')']	the	O	B-focus
44	['Why', 'does', 'unemployment', 'harm', 'growth', '?', 'Unemployment', 'can', 'harm', 'growth', 'not', 'only', 'because', 'it', 'is', 'a', 'waste', 'of', 'resources', ',', 'but', 'also', 'because', 'it', 'generates', 'redistributive', 'pressures', 'and', 'subsequent', 'distortions', ',', 'drives', 'people', 'to', 'poverty', ',', 'constrains', 'liquidity', 'limiting', 'labor', 'mobility', ',', 'and', 'erodes', 'self-esteem', 'promoting', 'social', 'dislocation', ',', 'unrest', 'and', 'conflict']	because	B-focus	O
44	['Why', 'does', 'unemployment', 'harm', 'growth', '?', 'Unemployment', 'can', 'harm', 'growth', 'not', 'only', 'because', 'it', 'is', 'a', 'waste', 'of', 'resources', ',', 'but', 'also', 'because', 'it', 'generates', 'redistributive', 'pressures', 'and', 'subsequent', 'distortions', ',', 'drives', 'people', 'to', 'poverty', ',', 'constrains', 'liquidity', 'limiting', 'labor', 'mobility', ',', 'and', 'erodes', 'self-esteem', 'promoting', 'social', 'dislocation', ',', 'unrest', 'and', 'conflict']	it	I-focus	O
44	['Why', 'does', 'unemployment', 'harm', 'growth', '?', 'Unemployment', 'can', 'harm', 'growth', 'not', 'only', 'because', 'it', 'is', 'a', 'waste', 'of', 'resources', ',', 'but', 'also', 'because', 'it', 'generates', 'redistributive', 'pressures', 'and', 'subsequent', 'distortions', ',', 'drives', 'people', 'to', 'poverty', ',', 'constrains', 'liquidity', 'limiting', 'labor', 'mobility', ',', 'and', 'erodes', 'self-esteem', 'promoting', 'social', 'dislocation', ',', 'unrest', 'and', 'conflict']	is	I-focus	O
46	"['What', 'was', 'the', 'English', 'name', 'of', 'Gou', ""'s"", 'calendar', '?', 'His', 'calendar', ',', 'the', 'Shoushi', 'Li', '(', '授時暦', ')', 'or', 'Calendar', 'for', 'Fixing', 'the', 'Seasons', ',', 'was', 'disseminated', 'in', '1281', 'as', 'the', 'official', 'calendar', 'of', 'the', 'Yuan', 'dynasty']"	Shoushi	O	B-focus
46	"['What', 'was', 'the', 'English', 'name', 'of', 'Gou', ""'s"", 'calendar', '?', 'His', 'calendar', ',', 'the', 'Shoushi', 'Li', '(', '授時暦', ')', 'or', 'Calendar', 'for', 'Fixing', 'the', 'Seasons', ',', 'was', 'disseminated', 'in', '1281', 'as', 'the', 'official', 'calendar', 'of', 'the', 'Yuan', 'dynasty']"	Li	O	I-focus
46	"['What', 'was', 'the', 'English', 'name', 'of', 'Gou', ""'s"", 'calendar', '?', 'His', 'calendar', ',', 'the', 'Shoushi', 'Li', '(', '授時暦', ')', 'or', 'Calendar', 'for', 'Fixing', 'the', 'Seasons', ',', 'was', 'disseminated', 'in', '1281', 'as', 'the', 'official', 'calendar', 'of', 'the', 'Yuan', 'dynasty']"	Calendar	B-focus	O
46	"['What', 'was', 'the', 'English', 'name', 'of', 'Gou', ""'s"", 'calendar', '?', 'His', 'calendar', ',', 'the', 'Shoushi', 'Li', '(', '授時暦', ')', 'or', 'Calendar', 'for', 'Fixing', 'the', 'Seasons', ',', 'was', 'disseminated', 'in', '1281', 'as', 'the', 'official', 'calendar', 'of', 'the', 'Yuan', 'dynasty']"	for	I-focus	O
46	"['What', 'was', 'the', 'English', 'name', 'of', 'Gou', ""'s"", 'calendar', '?', 'His', 'calendar', ',', 'the', 'Shoushi', 'Li', '(', '授時暦', ')', 'or', 'Calendar', 'for', 'Fixing', 'the', 'Seasons', ',', 'was', 'disseminated', 'in', '1281', 'as', 'the', 'official', 'calendar', 'of', 'the', 'Yuan', 'dynasty']"	Fixing	I-focus	O
46	"['What', 'was', 'the', 'English', 'name', 'of', 'Gou', ""'s"", 'calendar', '?', 'His', 'calendar', ',', 'the', 'Shoushi', 'Li', '(', '授時暦', ')', 'or', 'Calendar', 'for', 'Fixing', 'the', 'Seasons', ',', 'was', 'disseminated', 'in', '1281', 'as', 'the', 'official', 'calendar', 'of', 'the', 'Yuan', 'dynasty']"	the	I-focus	O
46	"['What', 'was', 'the', 'English', 'name', 'of', 'Gou', ""'s"", 'calendar', '?', 'His', 'calendar', ',', 'the', 'Shoushi', 'Li', '(', '授時暦', ')', 'or', 'Calendar', 'for', 'Fixing', 'the', 'Seasons', ',', 'was', 'disseminated', 'in', '1281', 'as', 'the', 'official', 'calendar', 'of', 'the', 'Yuan', 'dynasty']"	Seasons	I-focus	O
49	"['How', 'long', 'was', 'the', 'Summer', 'Theatre', 'in', 'operation', '?', 'Nearby', ',', 'in', 'Ogród', 'Saski', '(', 'the', 'Saxon', 'Garden', ')', ',', 'the', 'Summer', 'Theatre', 'was', 'in', 'operation', 'from', '1870', 'to', '1939', ',', 'and', 'in', 'the', 'inter-war', 'period', ',', 'the', 'theatre', 'complex', 'also', 'included', 'Momus', ',', 'Warsaw', ""'s"", 'first', 'literary', 'cabaret', ',', 'and', 'Leon', 'Schiller', ""'s"", 'musical', 'theatre', 'Melodram']"	from	O	B-focus
50	['What', 'is', 'a', 'genuine', 'love', 'of', 'God', 'with', 'heart', ',', 'soul', 'and', 'mind', '?', 'Sanctifying', 'Grace', 'is', 'that', 'grace', 'of', 'God', 'which', 'sustains', 'the', 'believers', 'in', 'the', 'journey', 'toward', 'Christian', 'Perfection', ':', 'a', 'genuine', 'love', 'of', 'God', 'with', 'heart', ',', 'soul', ',', 'mind', ',', 'and', 'strength', ',', 'and', 'a', 'genuine', 'love', 'of', 'our', 'neighbors', 'as', 'ourselves']	Sanctifying	O	B-focus
50	['What', 'is', 'a', 'genuine', 'love', 'of', 'God', 'with', 'heart', ',', 'soul', 'and', 'mind', '?', 'Sanctifying', 'Grace', 'is', 'that', 'grace', 'of', 'God', 'which', 'sustains', 'the', 'believers', 'in', 'the', 'journey', 'toward', 'Christian', 'Perfection', ':', 'a', 'genuine', 'love', 'of', 'God', 'with', 'heart', ',', 'soul', ',', 'mind', ',', 'and', 'strength', ',', 'and', 'a', 'genuine', 'love', 'of', 'our', 'neighbors', 'as', 'ourselves']	Grace	O	I-focus
50	['What', 'is', 'a', 'genuine', 'love', 'of', 'God', 'with', 'heart', ',', 'soul', 'and', 'mind', '?', 'Sanctifying', 'Grace', 'is', 'that', 'grace', 'of', 'God', 'which', 'sustains', 'the', 'believers', 'in', 'the', 'journey', 'toward', 'Christian', 'Perfection', ':', 'a', 'genuine', 'love', 'of', 'God', 'with', 'heart', ',', 'soul', ',', 'mind', ',', 'and', 'strength', ',', 'and', 'a', 'genuine', 'love', 'of', 'our', 'neighbors', 'as', 'ourselves']	Christian	B-focus	O
51	['What', 'shape', 'are', 'pyrenoids', '?', 'Pyrenoids', 'are', 'roughly', 'spherical', 'and', 'highly', 'refractive', 'bodies', 'which', 'are', 'a', 'site', 'of', 'starch', 'accumulation', 'in', 'plants', 'that', 'contain', 'them']	and	O	I-focus
51	['What', 'shape', 'are', 'pyrenoids', '?', 'Pyrenoids', 'are', 'roughly', 'spherical', 'and', 'highly', 'refractive', 'bodies', 'which', 'are', 'a', 'site', 'of', 'starch', 'accumulation', 'in', 'plants', 'that', 'contain', 'them']	highly	O	I-focus
51	['What', 'shape', 'are', 'pyrenoids', '?', 'Pyrenoids', 'are', 'roughly', 'spherical', 'and', 'highly', 'refractive', 'bodies', 'which', 'are', 'a', 'site', 'of', 'starch', 'accumulation', 'in', 'plants', 'that', 'contain', 'them']	refractive	O	I-focus
51	['What', 'shape', 'are', 'pyrenoids', '?', 'Pyrenoids', 'are', 'roughly', 'spherical', 'and', 'highly', 'refractive', 'bodies', 'which', 'are', 'a', 'site', 'of', 'starch', 'accumulation', 'in', 'plants', 'that', 'contain', 'them']	bodies	O	I-focus
53	['What', 'do', 'the', 'auricles', 'do', '?', 'Between', 'the', 'lobes', 'on', 'either', 'side', 'of', 'the', 'mouth', ',', 'many', 'species', 'of', 'lobates', 'have', 'four', 'auricles', ',', 'gelatinous', 'projections', 'edged', 'with', 'cilia', 'that', 'produce', 'water', 'currents', 'that', 'help', 'direct', 'microscopic', 'prey', 'toward', 'the', 'mouth']	water	O	I-focus
53	['What', 'do', 'the', 'auricles', 'do', '?', 'Between', 'the', 'lobes', 'on', 'either', 'side', 'of', 'the', 'mouth', ',', 'many', 'species', 'of', 'lobates', 'have', 'four', 'auricles', ',', 'gelatinous', 'projections', 'edged', 'with', 'cilia', 'that', 'produce', 'water', 'currents', 'that', 'help', 'direct', 'microscopic', 'prey', 'toward', 'the', 'mouth']	currents	O	I-focus
53	['What', 'do', 'the', 'auricles', 'do', '?', 'Between', 'the', 'lobes', 'on', 'either', 'side', 'of', 'the', 'mouth', ',', 'many', 'species', 'of', 'lobates', 'have', 'four', 'auricles', ',', 'gelatinous', 'projections', 'edged', 'with', 'cilia', 'that', 'produce', 'water', 'currents', 'that', 'help', 'direct', 'microscopic', 'prey', 'toward', 'the', 'mouth']	help	B-focus	O
53	['What', 'do', 'the', 'auricles', 'do', '?', 'Between', 'the', 'lobes', 'on', 'either', 'side', 'of', 'the', 'mouth', ',', 'many', 'species', 'of', 'lobates', 'have', 'four', 'auricles', ',', 'gelatinous', 'projections', 'edged', 'with', 'cilia', 'that', 'produce', 'water', 'currents', 'that', 'help', 'direct', 'microscopic', 'prey', 'toward', 'the', 'mouth']	direct	I-focus	O
53	['What', 'do', 'the', 'auricles', 'do', '?', 'Between', 'the', 'lobes', 'on', 'either', 'side', 'of', 'the', 'mouth', ',', 'many', 'species', 'of', 'lobates', 'have', 'four', 'auricles', ',', 'gelatinous', 'projections', 'edged', 'with', 'cilia', 'that', 'produce', 'water', 'currents', 'that', 'help', 'direct', 'microscopic', 'prey', 'toward', 'the', 'mouth']	toward	I-focus	O
53	['What', 'do', 'the', 'auricles', 'do', '?', 'Between', 'the', 'lobes', 'on', 'either', 'side', 'of', 'the', 'mouth', ',', 'many', 'species', 'of', 'lobates', 'have', 'four', 'auricles', ',', 'gelatinous', 'projections', 'edged', 'with', 'cilia', 'that', 'produce', 'water', 'currents', 'that', 'help', 'direct', 'microscopic', 'prey', 'toward', 'the', 'mouth']	the	I-focus	O
53	['What', 'do', 'the', 'auricles', 'do', '?', 'Between', 'the', 'lobes', 'on', 'either', 'side', 'of', 'the', 'mouth', ',', 'many', 'species', 'of', 'lobates', 'have', 'four', 'auricles', ',', 'gelatinous', 'projections', 'edged', 'with', 'cilia', 'that', 'produce', 'water', 'currents', 'that', 'help', 'direct', 'microscopic', 'prey', 'toward', 'the', 'mouth']	mouth	I-focus	O
56	"['For', 'what', 'league', 'does', 'ABC', 'broadcast', 'games', 'on', 'Christmas', 'day', '?', 'ABC', 'airs', 'NBA', 'games', 'on', 'Sundays', ',', 'normally', 'starting', 'in', 'January', 'as', '``', 'NBA', 'Sunday', 'Showcase', ""''"", 'during', 'the', 'regular', 'season', ',', 'and', 'shows', 'Christmas', 'Day', 'games', ',', 'regularly', 'between', '2–7', 'PM', 'ET', ',', 'and', 'NBA', 'playoff', 'games', 'during', 'the', 'weekends', ',', 'and', 'exclusive', 'rights', 'to', 'the', 'NBA', 'Finals']"	NBA	I-focus	O
58	['The', 'Ottoman', 'empire', 'controlled', 'territory', 'on', 'three', 'continents', ',', 'Africa', ',', 'Asia', 'and', 'which', 'other', '?', 'During', 'the', '16th', 'and', '17th', 'centuries', ',', 'in', 'particular', 'at', 'the', 'height', 'of', 'its', 'power', 'under', 'the', 'reign', 'of', 'Suleiman', 'the', 'Magnificent', ',', 'the', 'Ottoman', 'Empire', 'was', 'a', 'powerful', 'multinational', ',', 'multilingual', 'empire', 'controlling', 'much', 'of', 'Southeast', 'Europe', ',', 'Western', 'Asia', ',', 'the', 'Caucasus', ',', 'North', 'Africa', ',', 'and', 'the', 'Horn', 'of', 'Africa']	Europe	B-focus	O
58	['The', 'Ottoman', 'empire', 'controlled', 'territory', 'on', 'three', 'continents', ',', 'Africa', ',', 'Asia', 'and', 'which', 'other', '?', 'During', 'the', '16th', 'and', '17th', 'centuries', ',', 'in', 'particular', 'at', 'the', 'height', 'of', 'its', 'power', 'under', 'the', 'reign', 'of', 'Suleiman', 'the', 'Magnificent', ',', 'the', 'Ottoman', 'Empire', 'was', 'a', 'powerful', 'multinational', ',', 'multilingual', 'empire', 'controlling', 'much', 'of', 'Southeast', 'Europe', ',', 'Western', 'Asia', ',', 'the', 'Caucasus', ',', 'North', 'Africa', ',', 'and', 'the', 'Horn', 'of', 'Africa']	Horn	O	B-focus
58	['The', 'Ottoman', 'empire', 'controlled', 'territory', 'on', 'three', 'continents', ',', 'Africa', ',', 'Asia', 'and', 'which', 'other', '?', 'During', 'the', '16th', 'and', '17th', 'centuries', ',', 'in', 'particular', 'at', 'the', 'height', 'of', 'its', 'power', 'under', 'the', 'reign', 'of', 'Suleiman', 'the', 'Magnificent', ',', 'the', 'Ottoman', 'Empire', 'was', 'a', 'powerful', 'multinational', ',', 'multilingual', 'empire', 'controlling', 'much', 'of', 'Southeast', 'Europe', ',', 'Western', 'Asia', ',', 'the', 'Caucasus', ',', 'North', 'Africa', ',', 'and', 'the', 'Horn', 'of', 'Africa']	of	O	I-focus
60	['Who', 'was', 'the', '#', '2', 'pick', 'in', 'the', '2011', 'NFL', 'Draft', '?', 'The', 'matchup', 'also', 'pits', 'the', 'top', 'two', 'picks', 'of', 'the', '2011', 'draft', 'against', 'each', 'other', ':', 'Newton', 'for', 'Carolina', 'and', 'Von', 'Miller', 'for', 'Denver']	Newton	O	B-focus
60	['Who', 'was', 'the', '#', '2', 'pick', 'in', 'the', '2011', 'NFL', 'Draft', '?', 'The', 'matchup', 'also', 'pits', 'the', 'top', 'two', 'picks', 'of', 'the', '2011', 'draft', 'against', 'each', 'other', ':', 'Newton', 'for', 'Carolina', 'and', 'Von', 'Miller', 'for', 'Denver']	Von	B-focus	O
64	"['What', 'was', 'a', 'plugs-out', 'test', 'done', 'to', 'simulate', 'on', 'the', 'LC-34', '?', 'A', '``', 'plugs-out', ""''"", 'test', 'was', 'planned', 'for', 'January', ',', 'which', 'would', 'simulate', 'a', 'launch', 'countdown', 'on', 'LC-34', 'with', 'the', 'spacecraft', 'transferring', 'from', 'pad-supplied', 'to', 'internal', 'power']"	a	O	B-focus
66	"['How', 'many', 'of', 'Jacksonville', ""'s"", 'city', 'residents', 'are', 'younger', 'than', '18', '?', 'Jacksonville', 'has', 'Florida', ""'s"", 'largest', 'Filipino', 'American', 'community', ',', 'with', '25,033', 'in', 'the', 'metropolitan', 'area', 'as', 'of', 'the', '2010', 'Census']"	25,033	O	B-focus
67	['What', 'type', 'of', 'ratios', 'are', 'used', 'in', 'geochronologic', 'and', 'thermochronologic', 'studies', '?', 'For', 'many', 'geologic', 'applications', ',', 'isotope', 'ratios', 'of', 'radioactive', 'elements', 'are', 'measured', 'in', 'minerals', 'that', 'give', 'the', 'amount', 'of', 'time', 'that', 'has', 'passed', 'since', 'a', 'rock', 'passed', 'through', 'its', 'particular', 'closure', 'temperature', ',', 'the', 'point', 'at', 'which', 'different', 'radiometric', 'isotopes', 'stop', 'diffusing', 'into', 'and', 'out', 'of', 'the', 'crystal', 'lattice']	ratios	I-focus	O
67	['What', 'type', 'of', 'ratios', 'are', 'used', 'in', 'geochronologic', 'and', 'thermochronologic', 'studies', '?', 'For', 'many', 'geologic', 'applications', ',', 'isotope', 'ratios', 'of', 'radioactive', 'elements', 'are', 'measured', 'in', 'minerals', 'that', 'give', 'the', 'amount', 'of', 'time', 'that', 'has', 'passed', 'since', 'a', 'rock', 'passed', 'through', 'its', 'particular', 'closure', 'temperature', ',', 'the', 'point', 'at', 'which', 'different', 'radiometric', 'isotopes', 'stop', 'diffusing', 'into', 'and', 'out', 'of', 'the', 'crystal', 'lattice']	of	I-focus	O
67	['What', 'type', 'of', 'ratios', 'are', 'used', 'in', 'geochronologic', 'and', 'thermochronologic', 'studies', '?', 'For', 'many', 'geologic', 'applications', ',', 'isotope', 'ratios', 'of', 'radioactive', 'elements', 'are', 'measured', 'in', 'minerals', 'that', 'give', 'the', 'amount', 'of', 'time', 'that', 'has', 'passed', 'since', 'a', 'rock', 'passed', 'through', 'its', 'particular', 'closure', 'temperature', ',', 'the', 'point', 'at', 'which', 'different', 'radiometric', 'isotopes', 'stop', 'diffusing', 'into', 'and', 'out', 'of', 'the', 'crystal', 'lattice']	radioactive	I-focus	O
67	['What', 'type', 'of', 'ratios', 'are', 'used', 'in', 'geochronologic', 'and', 'thermochronologic', 'studies', '?', 'For', 'many', 'geologic', 'applications', ',', 'isotope', 'ratios', 'of', 'radioactive', 'elements', 'are', 'measured', 'in', 'minerals', 'that', 'give', 'the', 'amount', 'of', 'time', 'that', 'has', 'passed', 'since', 'a', 'rock', 'passed', 'through', 'its', 'particular', 'closure', 'temperature', ',', 'the', 'point', 'at', 'which', 'different', 'radiometric', 'isotopes', 'stop', 'diffusing', 'into', 'and', 'out', 'of', 'the', 'crystal', 'lattice']	elements	I-focus	O
